wort;sent;pol;type;multiplier;combined
würdelos;NEG;0.7;adj;-1;-0.7
lieblos;NEG;0.7;adj;-1;-0.7
ungepflegt;NEG;0.7;adj;-1;-0.7
hervorragend;POS;1;adj;1;1
dünkelhaft;NEG;0.7;adj;-1;-0.7
uneigennützig;POS;1;adj;1;1
edel;POS;1;adj;1;1
billig;NEG;0.7;adj;-1;-0.7
pluralistisch;POS;0.7;adj;1;0.7
vollgefressen;NEG;0.5;adj;-1;-0.5
gefühlsarm;NEG;0.7;adj;-1;-0.7
provokant;NEG;0.7;adj;-1;-0.7
mild;POS;0.7;adj;1;0.7
unausgereift;NEG;0.7;adj;-1;-0.7
geringwertig;NEG;1;adj;-1;-1
sportbegabt;POS;0.5;adj;1;0.5
kontaktscheu;NEG;0.7;adj;-1;-0.7
pflichtwidrig;NEG;0.7;adj;-1;-0.7
unprätentiös;POS;0.7;adj;1;0.7
unstrittig;POS;0.7;adj;1;0.7
unprofessionell;NEG;1;adj;-1;-1
fair;POS;1;adj;1;1
geschult;POS;0.5;adj;1;0.5
durchsetzungsstark;POS;1;adj;1;1
anzüglich;NEG;0.7;adj;-1;-0.7
morbide;NEG;1;adj;-1;-1
frustrierend;NEG;1;adj;-1;-1
frevelhaft;NEG;1;adj;-1;-1
cool;POS;0.7;adj;1;0.7
krisenerfahren;POS;0.7;adj;1;0.7
dümmlich;NEG;0.7;adj;-1;-0.7
rüstig;POS;1;adj;1;1
brotlos;NEG;0.5;adj;-1;-0.5
unhaltbar;NEG;1;adj;-1;-1
unterschwellig;NEG;0.5;adj;-1;-0.5
musikbegeistert;POS;1;adj;1;1
wandlungsfähig;POS;1;adj;1;1
sanftmütig;POS;0.7;adj;1;0.7
erwartungsvoll;POS;1;adj;1;1
vollwangig;POS;0.7;adj;1;0.7
schüchtern;NEG;0.7;adj;-1;-0.7
kampfbetont;NEG;1;adj;-1;-1
geistreich;POS;1;adj;1;1
gehemmt;NEG;0.7;adj;-1;-0.7
monströs;NEG;0.7;adj;-1;-0.7
lässig;POS;0.5;adj;1;0.5
entsagungsvoll;POS;0.7;adj;1;0.7
günstig;POS;0.7;adj;1;0.7
patent;POS;0.7;adj;1;0.7
mutvoll;POS;1;adj;1;1
sensibel;NEG;0.7;adj;-1;-0.7
grausam;NEG;1;adj;-1;-1
gerechtfertigt;POS;1;adj;1;1
direkt;POS;0.7;adj;1;0.7
missverstanden;NEG;0.7;adj;-1;-0.7
ekstatisch;POS;1;adj;1;1
höhnisch;NEG;1;adj;-1;-1
unwahr;NEG;0.7;adj;-1;-0.7
mannschaftstauglich;POS;0.5;adj;1;0.5
problematisch;NEG;0.7;adj;-1;-0.7
Leichtgläubig;NEG;0.5;adj;-1;-0.5
liederlich;NEG;0.7;adj;-1;-0.7
einträchtig;POS;1;adj;1;1
unanständig;NEG;0.7;adj;-1;-0.7
überragend;POS;1;adj;1;1
ermunternd;POS;0.7;adj;1;0.7
glückstrahlend;POS;1;adj;1;1
arglos;NEG;0.7;adj;-1;-0.7
kurios;NEG;0.5;adj;-1;-0.5
erfinderisch;POS;1;adj;1;1
höherwertig;POS;0.7;adj;1;0.7
unrealisierbar;NEG;1;adj;-1;-1
vergrätzt;NEG;1;adj;-1;-1
notdürftig;NEG;0.7;adj;-1;-0.7
glücklos;NEG;0.7;adj;-1;-0.7
folgenschwer;NEG;1;adj;-1;-1
top;POS;1;adj;1;1
durstig;POS;0.7;adj;1;0.7
tröstend;POS;1;adj;1;1
herrlich;POS;1;adj;1;1
erwerbslos;NEG;1;adj;-1;-1
atemraubend;POS;1;adj;1;1
wehrlos;NEG;0.5;adj;-1;-0.5
hysterisch;NEG;1;adj;-1;-1
ertragsfähig;POS;0.7;adj;1;0.7
rationell;POS;0.7;adj;1;0.7
füllig;NEG;0.7;adj;-1;-0.7
belastend;NEG;0.7;adj;-1;-0.7
ansprechend;POS;0.5;adj;1;0.5
repressionsfrei;POS;1;adj;1;1
humanitär;POS;1;adj;1;1
außergewöhnlich;POS;1;adj;1;1
wüst;NEG;0.5;adj;-1;-0.5
unfraglich;POS;0.7;adj;1;0.7
schamhaft;NEG;0.7;adj;-1;-0.7
feingründig;POS;0.7;adj;1;0.7
bewegungslos;NEG;0.7;adj;-1;-0.7
schiefgegangen;NEG;0.7;adj;-1;-0.7
realitätsfern;NEG;1;adj;-1;-1
positiv;POS;1;adj;1;1
ungeliebt;NEG;0.7;adj;-1;-0.7
übelgesinnt;NEG;1;adj;-1;-1
genervt;NEG;1;adj;-1;-1
extravertiert;POS;0.5;adj;1;0.5
selbstherrlich;NEG;0.7;adj;-1;-0.7
umweltbewusst;POS;1;adj;1;1
traumatisch;NEG;1;adj;-1;-1
wortbrüchig;NEG;1;adj;-1;-1
imageträchtig;POS;1;adj;1;1
reformerisch;POS;0.7;adj;1;0.7
linksextremistisch;NEG;1;adj;-1;-1
tatkräftig;POS;0.7;adj;1;0.7
grantig;NEG;1;adj;-1;-1
lasterhaft;NEG;1;adj;-1;-1
actionreich;NEG;0.7;adj;-1;-0.7
schneidend;NEG;1;adj;-1;-1
gutgelaunt;POS;0.7;adj;1;0.7
hirnlos;NEG;1;adj;-1;-1
begeistert;POS;1;adj;1;1
niedrig;NEG;0.5;adj;-1;-0.5
berüchtigt;NEG;0.7;adj;-1;-0.7
argwöhnisch;NEG;0.7;adj;-1;-0.7
unbedarft;NEG;0.7;adj;-1;-0.7
ehrgeizig;POS;0.7;adj;1;0.7
unselbständig;NEG;0.7;adj;-1;-0.7
völkerrechtswidrig;NEG;1;adj;-1;-1
verwundet;NEG;1;adj;-1;-1
schnellstmöglich;POS;0.7;adj;1;0.7
hochintelligent;POS;1;adj;1;1
gewollt;POS;0.7;adj;1;0.7
leidlich;NEG;0.7;adj;-1;-0.7
lustlos;NEG;0.7;adj;-1;-0.7
missgestimmt;NEG;1;adj;-1;-1
geachtet;POS;0.7;adj;1;0.7
penetrant;NEG;1;adj;-1;-1
körperbehindert;NEG;1;adj;-1;-1
verfassungskonform;POS;1;adj;1;1
kostengünstig;POS;0.7;adj;1;0.7
zielbewusst;POS;1;adj;1;1
kriecherisch;NEG;1;adj;-1;-1
kalkulierbar;POS;0.7;adj;1;0.7
punktgenau;POS;1;adj;1;1
nüchtern;POS;0.7;adj;1;0.7
kämpferisch;POS;1;adj;1;1
rückstandsfrei;POS;0.7;adj;1;0.7
heimatverbunden;POS;0.5;adj;1;0.5
starr;NEG;1;adj;-1;-1
konfliktfähig;POS;1;adj;1;1
ergötzlich;POS;0.7;adj;1;0.7
trübselig;NEG;0.7;adj;-1;-0.7
respektvoll;POS;1;adj;1;1
übellaunig;NEG;0.7;adj;-1;-0.7
gewaltbereit;NEG;1;adj;-1;-1
vielsagend;POS;0.7;adj;1;0.7
trügerisch;NEG;1;adj;-1;-1
strohdoof;NEG;1;adj;-1;-1
rebellisch;NEG;0.7;adj;-1;-0.7
vorsichtig;POS;0.7;adj;1;0.7
unzurechnungsfähig;NEG;1;adj;-1;-1
pausbäckig;POS;0.5;adj;1;0.5
aufrührerisch;NEG;0.7;adj;-1;-0.7
gesättigt;POS;0.7;adj;1;0.7
systemwidrig;NEG;1;adj;-1;-1
freiwillig;POS;1;adj;1;1
angesagt;POS;0.5;adj;1;0.5
gedankenvoll;POS;0.5;adj;1;0.5
freudig;POS;1;adj;1;1
selbständig;POS;0.7;adj;1;0.7
reizbar;NEG;0.7;adj;-1;-0.7
gesetzlos;NEG;1;adj;-1;-1
beleibt;NEG;0.5;adj;-1;-0.5
begründet;POS;0.5;adj;1;0.5
familiengerecht;POS;0.7;adj;1;0.7
kongenial;POS;0.7;adj;1;0.7
vorausschauend;POS;0.7;adj;1;0.7
enttäuscht;NEG;1;adj;-1;-1
verheerend;NEG;1;adj;-1;-1
entwurzelt;NEG;0.7;adj;-1;-0.7
verlumpt;NEG;1;adj;-1;-1
reputierlich;POS;0.7;adj;1;0.7
berühmt;POS;1;adj;1;1
aufgeblasen;NEG;0.7;adj;-1;-0.7
vergnügungssüchtig;NEG;1;adj;-1;-1
überraschend;POS;0.7;adj;1;0.7
stimulierend;POS;0.7;adj;1;0.7
bieder;NEG;0.5;adj;-1;-0.5
dienstfertig;POS;0.7;adj;1;0.7
unnatürlich;NEG;0.5;adj;-1;-0.5
konkurrenzlos;POS;1;adj;1;1
gesundet;POS;1;adj;1;1
angeschlagen;NEG;0.7;adj;-1;-0.7
fachkompetent;POS;1;adj;1;1
unerheblich;NEG;1;adj;-1;-1
widerstandsfähig;POS;1;adj;1;1
unbegrenzt;POS;0.7;adj;1;0.7
kenntnisreich;POS;0.7;adj;1;0.7
nass;NEG;0.7;adj;-1;-0.7
lebenslustig;POS;1;adj;1;1
deformiert;NEG;0.7;adj;-1;-0.7
zurückhaltend;POS;0.5;adj;1;0.5
wehrdienstfahig;POS;0.7;adj;1;0.7
stillschweigend;NEG;0.7;adj;-1;-0.7
rüpelhaft;NEG;1;adj;-1;-1
basisdemokratisch;POS;0.7;adj;1;0.7
klarsichtig;POS;0.7;adj;1;0.7
hinreißend;POS;1;adj;1;1
überqualifiziert;NEG;0.7;adj;-1;-0.7
tröstlich;POS;1;adj;1;1
richtungsweisend;POS;1;adj;1;1
linksextrem;NEG;1;adj;-1;-1
liebevoll;POS;1;adj;1;1
einflusslos;NEG;0.5;adj;-1;-0.5
dünnhäutig;NEG;0.7;adj;-1;-0.7
handfest;POS;0.7;adj;1;0.7
ergebnislos;NEG;1;adj;-1;-1
spitzfindig;NEG;0.5;adj;-1;-0.5
mangelhaft;NEG;1;adj;-1;-1
inadäquat;NEG;0.7;adj;-1;-0.7
geehrt;POS;1;adj;1;1
begehrt;POS;0.7;adj;1;0.7
vereinsamt;NEG;1;adj;-1;-1
zwiespältig;NEG;0.7;adj;-1;-0.7
verzückt;POS;1;adj;1;1
populär;POS;1;adj;1;1
pfiffig;POS;0.7;adj;1;0.7
unentschlossen;NEG;0.5;adj;-1;-0.5
finster;NEG;1;adj;-1;-1
fiktiv;NEG;0.5;adj;-1;-0.5
diktatorisch;NEG;1;adj;-1;-1
gleichwertig;POS;0.7;adj;1;0.7
blau;NEG;0.7;adj;-1;-0.7
autistisch;NEG;0.7;adj;-1;-0.7
wahrheitsgemäß;POS;1;adj;1;1
unumwunden;POS;1;adj;1;1
unterbelichtet;NEG;0.7;adj;-1;-0.7
unbehaglich;NEG;0.7;adj;-1;-0.7
glanzvoll;POS;1;adj;1;1
erfolgreich;POS;1;adj;1;1
allwissend;POS;0.7;adj;1;0.7
kundig;POS;0.7;adj;1;0.7
bewundert;POS;0.7;adj;1;0.7
mittellos;NEG;0.7;adj;-1;-0.7
fehlerlos;POS;1;adj;1;1
neureich;NEG;0.5;adj;-1;-0.5
spöttisch;NEG;1;adj;-1;-1
verträumt;NEG;0.5;adj;-1;-0.5
reizend;POS;0.7;adj;1;0.7
begossen;NEG;0.7;adj;-1;-0.7
rassig;POS;1;adj;1;1
passiv;NEG;0.7;adj;-1;-0.7
leidtragend;NEG;1;adj;-1;-1
unsolidarisch;NEG;1;adj;-1;-1
standesgemäß;POS;0.7;adj;1;0.7
scharfsichtig;POS;1;adj;1;1
leistungsfähig;POS;1;adj;1;1
blutgierig;NEG;1;adj;-1;-1
aufrichtig;POS;1;adj;1;1
schadenfroh;NEG;1;adj;-1;-1
niederdrückend;NEG;1;adj;-1;-1
verkrüppelt;NEG;1;adj;-1;-1
verhärtet;NEG;0.5;adj;-1;-0.5
unempfindlich;POS;1;adj;1;1
unverklemmt;POS;0.7;adj;1;0.7
unfreiwillig;NEG;0.7;adj;-1;-0.7
gefahrlos;POS;0.7;adj;1;0.7
ehrenhaft;POS;1;adj;1;1
eigenartig;NEG;0.5;adj;-1;-0.5
unbiegsam;NEG;1;adj;-1;-1
zweiflerisch;NEG;1;adj;-1;-1
sparsam;POS;1;adj;1;1
unterfordert;NEG;0.5;adj;-1;-0.5
hartgesotten;NEG;1;adj;-1;-1
überhöht;NEG;0.7;adj;-1;-0.7
seelenruhig;POS;0.7;adj;1;0.7
hell;POS;0.5;adj;1;0.5
fest;POS;0.5;adj;1;0.5
eifrig;POS;1;adj;1;1
visionär;POS;1;adj;1;1
beschworen;POS;0.7;adj;1;0.7
packend;POS;1;adj;1;1
informiert;POS;0.5;adj;1;0.5
honorabel;POS;1;adj;1;1
gewaltlos;POS;1;adj;1;1
auskömmlich;POS;0.7;adj;1;0.7
beneidenswert;POS;1;adj;1;1
tölpelhaft;NEG;1;adj;-1;-1
verschrien;NEG;1;adj;-1;-1
ruhig;POS;0.7;adj;1;0.7
indiskret;NEG;0.5;adj;-1;-0.5
zeitsparend;POS;0.7;adj;1;0.7
süß;POS;0.5;adj;1;0.5
aufmerksam;POS;0.7;adj;1;0.7
demagogisch;NEG;1;adj;-1;-1
abfällig;NEG;1;adj;-1;-1
unsinnig;NEG;1;adj;-1;-1
urig;POS;0.7;adj;1;0.7
kontraproduktiv;NEG;0.7;adj;-1;-0.7
keifig;NEG;0.7;adj;-1;-0.7
abwartend;NEG;1;adj;-1;-1
unordentlich;NEG;0.7;adj;-1;-0.7
maßlos;NEG;1;adj;-1;-1
unbescholten;POS;1;adj;1;1
züchtig;POS;0.7;adj;1;0.7
unhygienisch;NEG;1;adj;-1;-1
unbefugt;NEG;1;adj;-1;-1
sanft;POS;0.7;adj;1;0.7
konsequent;POS;0.7;adj;1;0.7
anbiedernd;NEG;0.7;adj;-1;-0.7
verfehlt;NEG;0.7;adj;-1;-0.7
heimlich;NEG;0.7;adj;-1;-0.7
verschroben;NEG;1;adj;-1;-1
ehrend;POS;0.7;adj;1;0.7
verbraucht;NEG;1;adj;-1;-1
irregeleitet;NEG;0.7;adj;-1;-0.7
sentimental;NEG;0.7;adj;-1;-0.7
beharrlich;POS;1;adj;1;1
rückhaltlos;NEG;1;adj;-1;-1
kunstbegeistert;POS;0.7;adj;1;0.7
dramatisch;NEG;1;adj;-1;-1
prunkhaft;POS;1;adj;1;1
furchterregend;NEG;1;adj;-1;-1
unerfahren;NEG;0.7;adj;-1;-0.7
skurril;NEG;0.7;adj;-1;-0.7
desillusioniert;NEG;1;adj;-1;-1
groß;INT;2;adj;0;0
gross;INT;2;adj;0;0
lernbereit;POS;0.7;adj;1;0.7
ermüdungsfrei;POS;0.7;adj;1;0.7
treuherzig;POS;0.7;adj;1;0.7
kunstfertig;POS;0.7;adj;1;0.7
menschenscheu;NEG;0.5;adj;-1;-0.5
lehrerhaft;NEG;0.7;adj;-1;-0.7
spielstark;POS;1;adj;1;1
gehetzt;NEG;0.7;adj;-1;-0.7
gutwillig;POS;0.7;adj;1;0.7
entschlossen;POS;0.7;adj;1;0.7
sportbegeistert;POS;0.7;adj;1;0.7
mißliebig;NEG;0.7;adj;-1;-0.7
abgründig;NEG;0.7;adj;-1;-0.7
stimmrechtslos;NEG;0.7;adj;-1;-0.7
verlottert;NEG;1;adj;-1;-1
humorig;POS;1;adj;1;1
zurückgezogen;NEG;0.5;adj;-1;-0.5
hilfsbedürftig;NEG;0.7;adj;-1;-0.7
wohlgefällig;POS;0.7;adj;1;0.7
siegesgewiss;POS;0.7;adj;1;0.7
großzügig;POS;0.7;adj;1;0.7
hellwach;POS;0.7;adj;1;0.7
menschenverachtend;NEG;1;adj;-1;-1
herabsetzend;NEG;1;adj;-1;-1
hintergründig;POS;0.5;adj;1;0.5
ehrerbietig;POS;1;adj;1;1
gefragt;POS;0.5;adj;1;0.5
eintönig;NEG;0.7;adj;-1;-0.7
hochanständig;POS;1;adj;1;1
entwaffnend;POS;0.7;adj;1;0.7
untauglich;NEG;1;adj;-1;-1
feierlich;POS;1;adj;1;1
unbewegt;NEG;0.7;adj;-1;-0.7
aufdringlich;NEG;0.7;adj;-1;-0.7
praktikabel;POS;0.7;adj;1;0.7
öde;NEG;1;adj;-1;-1
gravierend;NEG;1;adj;-1;-1
gebrechlich;NEG;0.7;adj;-1;-0.7
boshaft;NEG;1;adj;-1;-1
willig;POS;0.5;adj;1;0.5
real;POS;0.5;adj;1;0.5
hilfsbereit;POS;0.7;adj;1;0.7
unökologisch;NEG;0.7;adj;-1;-0.7
besserwisserisch;NEG;0.7;adj;-1;-0.7
bekannt;POS;0.7;adj;1;0.7
überhastet;NEG;0.7;adj;-1;-0.7
torlos;NEG;0.7;adj;-1;-0.7
mitschuldig;NEG;0.7;adj;-1;-0.7
ungeduldig;NEG;0.7;adj;-1;-0.7
langatmig;NEG;0.7;adj;-1;-0.7
fadenscheinig;NEG;1;adj;-1;-1
einsatzfähig;POS;0.7;adj;1;0.7
zielorientiert;POS;0.7;adj;1;0.7
zartbesaitet;NEG;0.5;adj;-1;-0.5
vorurteilslos;POS;1;adj;1;1
delinquent;NEG;1;adj;-1;-1
abgehärmt;NEG;0.7;adj;-1;-0.7
gespenstisch;NEG;0.5;adj;-1;-0.5
betucht;POS;0.5;adj;1;0.5
sarkastisch;NEG;1;adj;-1;-1
gelungen;POS;0.7;adj;1;0.7
tugendlich;POS;0.7;adj;1;0.7
unbezwingbar;POS;1;adj;1;1
tolldreist;NEG;0.7;adj;-1;-0.7
gefeiert;POS;1;adj;1;1
beruhigt;POS;0.7;adj;1;0.7
überzeugend;POS;1;adj;1;1
tumb;NEG;1;adj;-1;-1
verantwortungsbewusst;POS;1;adj;1;1
gütig;POS;1;adj;1;1
rappeldürr;NEG;0.5;adj;-1;-0.5
neurotisch;NEG;1;adj;-1;-1
beispiellos;NEG;1;adj;-1;-1
bankrott;NEG;0.7;adj;-1;-0.7
behämmert;NEG;0.5;adj;-1;-0.5
verquer;NEG;0.7;adj;-1;-0.7
unrecht;NEG;0.7;adj;-1;-0.7
unbeliebt;NEG;0.7;adj;-1;-0.7
bösartig;NEG;1;adj;-1;-1
unfreundlich;NEG;0.7;adj;-1;-0.7
ignorant;NEG;1;adj;-1;-1
fleißig;POS;0.7;adj;1;0.7
hochmütig;NEG;1;adj;-1;-1
kryptisch;NEG;0.7;adj;-1;-0.7
schlitzohrig;NEG;0.7;adj;-1;-0.7
gemütsvoll;POS;1;adj;1;1
entspannt;POS;0.7;adj;1;0.7
tragikomisch;NEG;0.5;adj;-1;-0.5
gemütlich;POS;0.7;adj;1;0.7
zielstrebig;POS;0.7;adj;1;0.7
unbotmäßig;NEG;0.7;adj;-1;-0.7
gelähmt;NEG;1;adj;-1;-1
zielgesteuert;POS;0.5;adj;1;0.5
objektiv;POS;0.7;adj;1;0.7
wohnungslos;NEG;1;adj;-1;-1
rechtlos;NEG;0.7;adj;-1;-0.7
delikat;NEG;1;adj;-1;-1
flatterig;NEG;1;adj;-1;-1
misslich;NEG;0.7;adj;-1;-0.7
wohlhabend;POS;0.7;adj;1;0.7
wichtig;POS;0.7;adj;1;0.7
instabil;NEG;1;adj;-1;-1
doll;POS;1;adj;1;1
verirrt;NEG;0.7;adj;-1;-0.7
fein;POS;0.7;adj;1;0.7
erfolgversprechend;POS;1;adj;1;1
mondsüchtig;NEG;0.7;adj;-1;-0.7
schlagkräftig;POS;1;adj;1;1
kriminell;NEG;1;adj;-1;-1
klammheimlich;NEG;0.5;adj;-1;-0.5
gespalten;NEG;0.7;adj;-1;-0.7
nachgiebig;POS;0.7;adj;1;0.7
streitbar;NEG;0.7;adj;-1;-0.7
demütig;POS;0.7;adj;1;0.7
flexibel;POS;1;adj;1;1
sommerlich;POS;0.7;adj;1;0.7
feingeistig;POS;1;adj;1;1
urbar;POS;0.5;adj;1;0.5
kleinlich;NEG;0.7;adj;-1;-0.7
abgerissen;NEG;1;adj;-1;-1
fehlend;NEG;1;adj;-1;-1
bildhübsch;POS;1;adj;1;1
bullig;NEG;0.7;adj;-1;-0.7
schicksalhaft;NEG;0.7;adj;-1;-0.7
hausbacken;NEG;0.7;adj;-1;-0.7
abgebrannt;NEG;0.7;adj;-1;-0.7
obrigkeitshörig;NEG;0.7;adj;-1;-0.7
bombastisch;POS;1;adj;1;1
wahnwitzig;NEG;1;adj;-1;-1
ironisch;NEG;0.5;adj;-1;-0.5
scharfzüngig;NEG;1;adj;-1;-1
nervös;NEG;0.7;adj;-1;-0.7
anspruchsvoll;POS;0.5;adj;1;0.5
ehrenfest;POS;1;adj;1;1
verteufelt;NEG;1;adj;-1;-1
bestialisch;NEG;1;adj;-1;-1
schuldlos;POS;0.7;adj;1;0.7
scharf;NEG;0.5;adj;-1;-0.5
erträglich;POS;0.7;adj;1;0.7
betrunken;NEG;1;adj;-1;-1
willfährig;NEG;0.5;adj;-1;-0.5
unanfechtbar;POS;1;adj;1;1
vorgestrig;NEG;1;adj;-1;-1
schalkhaft;POS;0.7;adj;1;0.7
lasch;NEG;0.5;adj;-1;-0.5
dribbelstark;POS;1;adj;1;1
rar;POS;0.7;adj;1;0.7
bombensicher;POS;0.7;adj;1;0.7
stiefmütterlich;NEG;0.5;adj;-1;-0.5
apokalyptisch;NEG;1;adj;-1;-1
reuig;POS;1;adj;1;1
rabiat;NEG;1;adj;-1;-1
durchschnittlich;NEG;0.7;adj;-1;-0.7
erschüttert;POS;1;adj;1;1
unnütz;NEG;1;adj;-1;-1
rege;POS;0.7;adj;1;0.7
haarsträubend;NEG;1;adj;-1;-1
gewissenhaft;POS;0.7;adj;1;0.7
bestechend;POS;0.7;adj;1;0.7
ausreichend;POS;0.5;adj;1;0.5
höfisch;POS;0.7;adj;1;0.7
unpünktlich;NEG;1;adj;-1;-1
unintelligent;NEG;0.7;adj;-1;-0.7
dickblütig;NEG;0.7;adj;-1;-0.7
lästig;NEG;0.7;adj;-1;-0.7
kühl;NEU;0;adj;0;0
arg;NEG;1;adj;-1;-1
vergnüglich;POS;0.7;adj;1;0.7
unumstritten;POS;0.7;adj;1;0.7
motiviert;POS;0.7;adj;1;0.7
gesundheitsabträglich;NEG;1;adj;-1;-1
führend;POS;0.7;adj;1;0.7
charismatisch;POS;1;adj;1;1
hochkarätig;POS;1;adj;1;1
gehaltvoll;POS;1;adj;1;1
ausgezeichnet;POS;1;adj;1;1
barsch;NEG;1;adj;-1;-1
nervig;NEG;1;adj;-1;-1
mustergültig;POS;1;adj;1;1
kooperativ;POS;0.7;adj;1;0.7
behütend;POS;0.7;adj;1;0.7
beeindruckend;POS;1;adj;1;1
verlorengegangen;NEG;0.7;adj;-1;-0.7
unmaßgeblich;NEG;1;adj;-1;-1
straflos;POS;1;adj;1;1
honorig;POS;1;adj;1;1
traditionsreich;POS;0.7;adj;1;0.7
umtriebig;NEG;0.7;adj;-1;-0.7
qualitätsvoll;POS;1;adj;1;1
jammervoll;NEG;1;adj;-1;-1
weitschweifig;NEG;0.5;adj;-1;-0.5
liebreizend;POS;1;adj;1;1
blasiert;NEG;0.7;adj;-1;-0.7
verborgen;NEG;0.5;adj;-1;-0.5
separatistisch;NEG;1;adj;-1;-1
fantasiereich;NEG;0.7;adj;-1;-0.7
eigensinnig;NEG;0.7;adj;-1;-0.7
befugt;POS;0.5;adj;1;0.5
wahrhaft;POS;0.7;adj;1;0.7
freudlos;NEG;1;adj;-1;-1
zwecklos;NEG;0.7;adj;-1;-0.7
hitzig;NEG;1;adj;-1;-1
redegewandt;POS;1;adj;1;1
licht;POS;0.7;adj;1;0.7
lieb;POS;1;adj;1;1
lückenlos;POS;0.7;adj;1;0.7
haltbar;POS;0.7;adj;1;0.7
abstoßend;NEG;0.7;adj;-1;-0.7
befriedigend;POS;0.5;adj;1;0.5
schwindlig;NEG;0.7;adj;-1;-0.7
nutzbringend;POS;0.7;adj;1;0.7
kleinkariert;NEG;0.7;adj;-1;-0.7
mondän;POS;0.7;adj;1;0.7
herausfordernd;NEG;1;adj;-1;-1
behindert;NEG;1;adj;-1;-1
besoffen;NEG;1;adj;-1;-1
potent;POS;0.7;adj;1;0.7
skandalumwoben;NEG;1;adj;-1;-1
unbeirrt;POS;0.7;adj;1;0.7
musikinteressiert;POS;0.5;adj;1;0.5
zwanglos;POS;0.7;adj;1;0.7
gesundheitsdienlich;POS;1;adj;1;1
FALSCH;NEG;1;adj;-1;-1
ausweglos;NEG;1;adj;-1;-1
inhaltsleer;NEG;0.7;adj;-1;-0.7
grauenhaft;NEG;1;adj;-1;-1
abscheulich;NEG;1;adj;-1;-1
herzlich;POS;1;adj;1;1
kränkelnd;NEG;0.7;adj;-1;-0.7
gefürchtet;NEG;1;adj;-1;-1
kleinlaut;NEG;0.7;adj;-1;-0.7
eingängig;POS;0.5;adj;1;0.5
trostlos;NEG;1;adj;-1;-1
exzentrisch;NEG;0.7;adj;-1;-0.7
knotig;NEG;0.5;adj;-1;-0.5
indigniert;NEG;1;adj;-1;-1
angst;NEG;1;adj;-1;-1
autonom;POS;0.7;adj;1;0.7
gefühlsbetont;POS;0.7;adj;1;0.7
plump;NEG;1;adj;-1;-1
unternehmungslustig;POS;0.7;adj;1;0.7
originalgetreu;POS;0.5;adj;1;0.5
gutbürgerlich;POS;0.5;adj;1;0.5
hartherzig;NEG;0.7;adj;-1;-0.7
amoralisch;NEG;1;adj;-1;-1
beißend;NEG;1;adj;-1;-1
ausgelassen;POS;1;adj;1;1
beliebt;POS;0.7;adj;1;0.7
zukunftsfroh;POS;0.7;adj;1;0.7
achtlos;NEG;0.7;adj;-1;-0.7
wachstumsstark;POS;1;adj;1;1
schwarz;NEU;0.7;adj;0;0
zünftig;POS;0.7;adj;1;0.7
selbstironisch;NEG;0.7;adj;-1;-0.7
beschissen;NEG;1;adj;-1;-1
blauäugig;NEG;0.7;adj;-1;-0.7
verhüllt;NEG;0.7;adj;-1;-0.7
nützlich;POS;1;adj;1;1
lädiert;NEG;0.7;adj;-1;-0.7
untröstlich;NEG;0.7;adj;-1;-0.7
rechtsradikal;NEG;1;adj;-1;-1
konstruktiv;POS;1;adj;1;1
haßerfüllt;NEG;1;adj;-1;-1
auffällig;NEG;0.5;adj;-1;-0.5
asozial;NEG;1;adj;-1;-1
egomanisch;NEG;1;adj;-1;-1
misslaunig;NEG;1;adj;-1;-1
bizarr;NEG;1;adj;-1;-1
kompliziert;NEG;0.7;adj;-1;-0.7
antiquiert;NEG;0.7;adj;-1;-0.7
überlebensfähig;POS;0.7;adj;1;0.7
sachgemäß;POS;0.5;adj;1;0.5
dürr;NEG;0.7;adj;-1;-0.7
durchtrieben;NEG;1;adj;-1;-1
bedeutungslos;NEG;0.5;adj;-1;-0.5
großmäulig;NEG;1;adj;-1;-1
verbittert;NEG;1;adj;-1;-1
regenerativ;POS;0.7;adj;1;0.7
wehleidig;NEG;0.7;adj;-1;-0.7
leberkrank;NEG;1;adj;-1;-1
herablassend;NEG;0.7;adj;-1;-0.7
schläfrig;NEG;0.5;adj;-1;-0.5
mitleidslos;NEG;1;adj;-1;-1
häßlich;NEG;1;adj;-1;-1
grausig;NEG;1;adj;-1;-1
verlassen;NEG;0.5;adj;-1;-0.5
vergammelt;NEG;1;adj;-1;-1
herzlos;NEG;0.7;adj;-1;-0.7
weisungsbefugt;POS;0.5;adj;1;0.5
seltsam;NEG;0.5;adj;-1;-0.5
gut;POS;1;adj;1;1
dreist;NEG;1;adj;-1;-1
trostspendend;POS;1;adj;1;1
verunsichert;NEG;0.5;adj;-1;-0.5
verschwitzt;NEG;0.7;adj;-1;-0.7
geleert;NEG;1;adj;-1;-1
jämmerlich;NEG;1;adj;-1;-1
freiheitlich;POS;0.7;adj;1;0.7
tierquälerisch;NEG;1;adj;-1;-1
gruselig;NEG;1;adj;-1;-1
verständnislos;NEG;0.7;adj;-1;-0.7
unverantwortlich;NEG;1;adj;-1;-1
gekränkt;NEG;0.7;adj;-1;-0.7
kunstreich;POS;0.7;adj;1;0.7
fuchsteufelswild;NEG;1;adj;-1;-1
eigenbrötlerisch;NEG;0.7;adj;-1;-0.7
knochentrocken;NEG;0.5;adj;-1;-0.5
bedachtsam;POS;0.7;adj;1;0.7
